employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason
00-17036160,Sarah,Hastuti,Female,Jawa Barat,Bekasi,2023-12-04,Sales,Sales Representative,Bachelor,0,Other,9022346,Good,Yes,1998-07-30,,
00-59502450,Siska,Mandasari,Female,Sumatera Utara,Medan,2017-01-31,Customer Service,Help Desk Technician,Bachelor,0,Other,5365794,Satisfactory,No,2003-10-24,,
00-83836812,Ida,Hasanah,Female,Jawa Barat,Bogor,2015-05-27,Operations,Inventory Specialist,Bachelor,0,LinkedIn,6617908,Good,No,1994-06-22,,
00-53471005,Dewi,Puspasari,Female,Jakarta,Jakarta Barat,2019-01-25,Finance,Financial Analyst,Bachelor,8,Indeed,24185036,Good,Yes,1980-12-15,,
00-14635073,Gangsa,Budiman,Male,Jawa Tengah,Solo,2021-08-16,IT,IT Support Specialist,Bachelor,0,Company Website,8187787,Needs Improvement,No,1995-12-30,,
00-86306755,Daryani,Permadi,Male,Jakarta,Jakarta Barat,2015-07-08,IT,Software Developer,Bachelor,0,LinkedIn,32799443,Good,Yes,1988-08-13,,
00-27698856,Muni,Wibowo,Male,Jawa Barat,Bekasi,2020-02-09,Customer Service,Help Desk Technician,Bachelor,11,Other,7075285,Good,Yes,1991-06-05,,
00-30343371,Ajeng,Handayani,Female,Jawa Barat,Bekasi,2016-04-13,Sales,Sales Representative,Bachelor,0,Company Website,7804498,Good,No,1982-04-18,,
00-41542991,Pardi,Adriansyah,Male,Bali,Ubud,2016-09-15,Sales,Sales Consultant,Bachelor,0,LinkedIn,22367630,Satisfactory,No,1989-09-19,,
00-55386805,Restu,Fujiati,Female,Sumatera Utara,Medan,2016-02-07,Customer Service,Customer Service Representative,High School,0,Jobstreet,10080003,Good,Yes,1990-05-19,,
00-19338403,Danuja,Rajata,Male,Sumatera Utara,Binjai,2020-11-03,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,5535832,Good,No,1990-12-07,,
00-80421269,Agnes,Suartini,Female,Jawa Barat,Bandung,2019-08-23,Sales,Sales Consultant,PhD,0,Company Website,26299218,Good,Yes,1975-03-12,,
00-30801601,Karma,Wibowo,Male,Jawa Barat,Bandung,2020-04-13,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,6610039,Excellent,No,1996-09-25,,
00-37817237,Wardi,Prasasta,Male,Sumatera Utara,Medan,2019-07-03,Marketing,Marketing Coordinator,Bachelor,10,LinkedIn,10047041,Needs Improvement,No,1960-10-12,,
00-44997902,Usyi,Padmasari,Female,Jawa Barat,Bekasi,2017-08-23,Operations,Logistics Coordinator,Bachelor,0,Indeed,7513857,Satisfactory,No,1974-04-15,,
00-84851157,Ikhsan,Narpati,Male,Jawa Barat,Bekasi,2015-05-24,Sales,Sales Specialist,Bachelor,0,Job Fair,22305453,Satisfactory,No,1978-03-31,,
00-40268764,Mahmud,Narpati,Male,Jakarta,Jakarta Pusat,2019-05-03,IT,IT Support Specialist,Bachelor,0,LinkedIn,8092559,Needs Improvement,No,1983-04-12,,
00-41227854,Rendy,Lazuardi,Male,Jawa Barat,Bogor,2024-05-20,IT,IT Support Specialist,Bachelor,0,Job Fair,7330308,Good,No,1992-04-22,,
00-52877063,Salwa,Susanti,Female,Jawa Barat,Bekasi,2018-05-27,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,6199153,Satisfactory,No,1987-09-08,,
00-63124555,Lurhur,Dabukke,Male,Jawa Barat,Bandung,2015-05-19,Operations,Logistics Coordinator,Bachelor,12,LinkedIn,16832411,Satisfactory,Yes,1997-12-04,,
00-13155879,Taufan,Marbun,Male,Jawa Barat,Bekasi,2022-11-10,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,7319941,Good,No,1992-08-08,,
00-83823922,Cinthia,Agustina,Female,Jawa Barat,Bogor,2016-06-26,Sales,Sales Consultant,Bachelor,7,Job Fair,24021781,Needs Improvement,No,1996-09-16,,
00-14832588,Tami,Susanti,Female,Jawa Barat,Bogor,2017-10-09,Sales,Sales Specialist,Master,0,Jobstreet,15206386,Good,No,1997-05-02,,
00-10959975,Zahra,Laksmiwati,Female,Jawa Barat,Bekasi,2018-01-10,Marketing,Content Creator,High School,20,LinkedIn,9693635,Satisfactory,No,1984-10-24,,
00-59407992,Luhung,Halim,Male,Sumatera Utara,Tebing Tinggi,2020-12-03,Operations,Operations Analyst,Bachelor,7,LinkedIn,17715976,Satisfactory,No,1983-02-11,,
00-38558624,Paris,Puspasari,Female,Sumatera Utara,Binjai,2017-09-29,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,12202964,Good,Yes,1979-08-02,,
00-93589707,Pardi,Wasita,Male,Sumatera Utara,Binjai,2017-04-07,HR,Recruiter,Bachelor,0,LinkedIn,12291757,Good,Yes,1978-12-04,,
00-78569102,Gading,Prasetyo,Male,Jawa Barat,Bekasi,2018-08-29,Operations,Inventory Specialist,High School,17,LinkedIn,7936792,Good,No,1995-04-02,,
00-91553176,Mahfud,Sitompul,Male,Jawa Barat,Bekasi,2017-12-04,Customer Service,Help Desk Technician,Bachelor,0,Indeed,5480330,Needs Improvement,No,1973-04-26,,
00-44942491,Jaswadi,Rajasa,Male,Jawa Barat,Bekasi,2019-06-10,Customer Service,Support Specialist,Bachelor,10,Indeed,5785153,Satisfactory,No,1999-03-31,,
00-70619406,Mitra,Kuswoyo,Male,Jawa Barat,Bandung,2015-01-02,IT,IT Support Specialist,Bachelor,0,Job Fair,5609641,Good,No,1989-12-13,,
00-78693318,Makuta,Wasita,Male,Jawa Barat,Bandung,2023-05-06,IT,IT Support Specialist,Bachelor,0,LinkedIn,7181269,Satisfactory,No,1995-10-01,,
00-25125464,Anita,Riyanti,Female,Jakarta,Jakarta Barat,2015-12-06,Operations,Inventory Specialist,Bachelor,0,Jobstreet,4227319,Good,No,1999-01-16,,
00-37592908,Arsipatra,Waskita,Male,Jawa Barat,Bekasi,2017-10-13,IT,Software Developer,Master,6,Other,21012957,Good,No,1979-08-15,,
00-50078726,Gamani,Sirait,Male,Jawa Barat,Bandung,2023-06-22,Operations,Inventory Specialist,High School,0,Job Fair,8144572,Satisfactory,No,2001-05-01,,
00-89625763,Daruna,Sihombing,Male,Banten,Tangerang,2023-07-08,Sales,Sales Consultant,Master,0,LinkedIn,25171146,Satisfactory,No,1980-03-14,,
00-17297089,Heru,Uwais,Male,Jawa Barat,Bogor,2021-08-26,IT,IT Support Specialist,High School,0,Jobstreet,8015800,Excellent,No,1987-12-08,,
00-43867505,Putu,Gunarto,Male,Jawa Barat,Bogor,2017-05-16,IT,Software Developer,Bachelor,12,Other,28077431,Needs Improvement,No,1970-01-28,,
00-11658976,Maria,Yulianti,Female,Jakarta,Jakarta Barat,2017-09-13,IT,Software Developer,Bachelor,0,Company Website,33127120,Good,No,1965-06-20,,
00-54819596,Sabri,Tampubolon,Male,Jawa Barat,Bandung,2017-12-18,Sales,Sales Consultant,PhD,0,Job Fair,19156607,Good,No,1980-10-22,,
00-53937353,Baktianto,Utama,Male,Jakarta,Jakarta Timur,2019-05-30,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,5027069,Excellent,No,1978-01-27,,
00-32180457,Ida,Melani,Female,Jawa Barat,Bekasi,2024-10-03,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,11065164,Good,No,1973-12-07,,
00-90093137,Cakrabirawa,Rajata,Male,Jawa Barat,Bandung,2017-12-07,Operations,Operations Manager,Bachelor,0,Company Website,33192540,Good,No,1985-11-14,,
00-43355581,Queen,Widiastuti,Female,Sumatera Utara,Tebing Tinggi,2016-01-13,Customer Service,Support Specialist,High School,14,LinkedIn,4964195,Good,No,2000-03-18,,
00-14187584,Cagak,Prayoga,Male,Sumatera Utara,Binjai,2021-11-06,Sales,Sales Representative,Bachelor,0,Job Fair,11989969,Satisfactory,No,1995-06-23,,
00-10001272,Bakianto,Maryadi,Male,Jawa Barat,Bogor,2018-11-20,Operations,Inventory Specialist,High School,0,Other,5795262,Good,No,1990-01-24,,
00-86250555,Samiah,Yuliarti,Female,Jawa Barat,Bogor,2024-03-06,Marketing,Content Creator,High School,0,Other,7102218,Good,No,1994-03-05,,
00-59398803,Umar,Prasetyo,Male,Jawa Barat,Bandung,2017-02-14,Customer Service,Support Specialist,High School,19,LinkedIn,4309470,Good,No,1988-02-01,,
00-60039183,Jaya,Sitompul,Male,Banten,Serang,2016-07-28,Operations,Inventory Specialist,High School,0,Indeed,9159323,Excellent,No,1985-08-17,,
00-13005743,Dimas,Maheswara,Male,Jawa Barat,Bogor,2017-03-24,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7673547,Good,No,1994-06-11,,
00-50540480,Cawisono,Waluyo,Male,Jawa Barat,Bandung,2017-09-14,Customer Service,Customer Service Representative,High School,18,Indeed,9542940,Good,No,1964-12-19,,
00-37469800,Tira,Haryanti,Female,Jawa Barat,Bandung,2016-02-10,Operations,Operations Analyst,Master,0,LinkedIn,14881892,Excellent,Yes,1984-09-21,,
00-14075870,Maya,Aryani,Female,Banten,Tangerang,2023-03-04,Customer Service,Help Desk Technician,High School,0,Company Website,4902333,Good,No,1962-02-02,,
00-11925224,Wisnu,Marpaung,Male,Jakarta,Jakarta Timur,2016-12-16,Customer Service,Support Specialist,Bachelor,10,LinkedIn,7159518,Needs Improvement,No,1986-07-08,,
00-71101892,Harjo,Winarno,Male,Banten,Cilegon,2023-04-19,Operations,Operations Analyst,Master,0,Company Website,12695337,Good,No,1995-12-24,,
00-84818976,Darmaji,Tarihoran,Male,Jawa Tengah,Solo,2017-04-11,Sales,Sales Specialist,Bachelor,0,Job Fair,18333517,Satisfactory,Yes,1991-04-03,,
00-85595538,Salwa,Yulianti,Female,Banten,Serang,2019-12-15,Customer Service,Support Specialist,Bachelor,10,Jobstreet,7218902,Good,Yes,1998-08-09,,
00-30574887,Mumpuni,Halim,Male,Jawa Barat,Bekasi,2017-09-16,HR,Recruiter,Bachelor,0,Jobstreet,13007286,Excellent,No,1966-08-06,,
00-60657129,Cahya,Santoso,Male,Jawa Barat,Bekasi,2015-09-04,Customer Service,Customer Service Manager,Master,1,Indeed,23438417,Satisfactory,Yes,1977-07-29,,
00-72505408,Olga,Prasasta,Male,Jawa Barat,Bandung,2019-02-05,Operations,Inventory Specialist,Bachelor,0,Indeed,6931733,Satisfactory,Yes,1977-04-14,,
00-15910104,Raden,Situmorang,Male,Jawa Barat,Bekasi,2022-05-10,IT,IT Support Specialist,Bachelor,0,LinkedIn,9083229,Good,No,1974-10-17,,
00-47791498,Teddy,Kusumo,Male,Jawa Barat,Bekasi,2022-12-28,IT,System Administrator,Bachelor,0,Indeed,22626648,Good,No,1973-11-06,,
00-45874310,Ratih,Hassanah,Female,Sumatera Utara,Medan,2015-09-08,Operations,Inventory Specialist,High School,20,LinkedIn,6518656,Good,No,1976-04-13,,
00-35242303,Gangsa,Nainggolan,Male,Jawa Barat,Bogor,2017-12-20,Marketing,SEO Specialist,Bachelor,0,Jobstreet,17408596,Good,Yes,1986-05-05,,
00-10261534,Nasim,Wahyudin,Male,Jawa Barat,Bandung,2024-10-12,Operations,Logistics Coordinator,Bachelor,11,Other,17058950,Needs Improvement,No,1965-08-29,,
00-85593030,Olga,Nainggolan,Male,Bali,Denpasar,2023-09-11,Sales,Sales Representative,Bachelor,0,Job Fair,9989512,Satisfactory,No,1992-11-08,,
00-75569067,Maras,Wijaya,Male,Jawa Barat,Bogor,2023-08-07,Marketing,SEO Specialist,Bachelor,0,Job Fair,21036207,Satisfactory,No,1994-02-13,,
00-16347764,Zamira,Usamah,Female,Jawa Barat,Bogor,2017-11-10,Operations,Inventory Specialist,Bachelor,0,LinkedIn,5364261,Good,No,1981-03-11,,
00-59297789,Gina,Novitasari,Female,Sumatera Utara,Medan,2019-04-11,Sales,Sales Specialist,Master,0,LinkedIn,16174726,Good,No,1965-06-21,,
00-31997576,Bambang,Maulana,Male,Sumatera Utara,Medan,2018-02-04,Finance,Accountant,Bachelor,5,Other,19927036,Good,Yes,1972-03-31,,
00-83957197,Carla,Haryanti,Female,Jawa Barat,Bandung,2020-05-12,HR,Recruiter,Bachelor,0,LinkedIn,13504443,Good,No,1978-12-10,,
00-95807297,Opung,Sihombing,Male,Jawa Barat,Bekasi,2018-12-30,Operations,Logistics Coordinator,Bachelor,0,Indeed,5700147,Good,No,1988-01-19,,
00-63925890,Dacin,Wahyudin,Male,Sumatera Utara,Medan,2018-02-15,Operations,Logistics Coordinator,Bachelor,0,Indeed,7769929,Satisfactory,No,1978-01-14,,
00-49251912,Kemal,Nashiruddin,Male,Jawa Barat,Bogor,2017-02-19,Customer Service,Support Specialist,Bachelor,0,Jobstreet,4860229,Satisfactory,No,1991-08-31,,
00-76372099,Simon,Manullang,Male,Jawa Barat,Bekasi,2022-05-28,Customer Service,Customer Service Representative,High School,0,Other,7084613,Good,No,1995-02-23,,
00-67943314,Ratih,Agustina,Female,Jawa Barat,Bandung,2016-04-30,Sales,Sales Representative,Bachelor,11,LinkedIn,12029985,Good,No,1972-04-07,,
00-54668206,Almira,Zulaika,Female,Jawa Barat,Bogor,2024-03-14,Operations,Inventory Specialist,High School,0,Other,7550233,Satisfactory,No,1991-11-01,,
00-70501156,Slamet,Nababan,Male,Jakarta,Jakarta Barat,2022-06-14,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5575297,Satisfactory,No,1989-07-10,,
00-15738577,Galuh,Winarno,Male,Jawa Barat,Bandung,2018-05-22,Operations,Logistics Coordinator,Bachelor,0,Company Website,13538931,Satisfactory,No,1983-04-02,,
00-90368575,Wirda,Kuswandari,Female,Sulawesi Selatan,Gowa,2018-07-21,Operations,Inventory Specialist,High School,0,Job Fair,7850295,Good,No,1990-03-18,,
00-31398059,Salimah,Novitasari,Female,Jawa Barat,Bandung,2023-02-11,IT,System Administrator,Bachelor,0,Indeed,16238775,Satisfactory,Yes,1986-07-13,,
00-37623724,Harto,Ardianto,Male,Jawa Barat,Bekasi,2023-07-29,Marketing,Content Creator,High School,0,LinkedIn,7041423,Excellent,No,2000-02-22,,
00-66234015,Simon,Pradana,Male,Jawa Barat,Bogor,2023-05-03,Customer Service,Support Specialist,Bachelor,0,Jobstreet,5566978,Satisfactory,No,1975-09-25,,
00-15634248,Cakrabuana,Wasita,Male,Jawa Barat,Bogor,2020-04-25,Operations,Operations Analyst,Master,0,LinkedIn,20008572,Satisfactory,Yes,1999-11-30,,
00-44187558,Raihan,Kusumo,Male,Banten,Tangerang,2024-07-13,Operations,Operations Analyst,Bachelor,0,Indeed,14116798,Good,No,1997-05-16,,
00-40438208,Maman,Pradana,Male,Jawa Barat,Bogor,2022-02-27,Sales,Sales Specialist,PhD,0,Jobstreet,14701407,Satisfactory,No,1988-08-07,,
00-25692917,Rahayu,Puspita,Female,Banten,Cilegon,2018-02-26,IT,System Administrator,Master,0,LinkedIn,12012937,Satisfactory,No,1976-02-29,,
00-63010703,Pangeran,Sitorus,Male,Jawa Barat,Bekasi,2020-11-25,Operations,Logistics Coordinator,Bachelor,0,Other,10688440,Good,No,1971-05-14,,
00-87446237,Rama,Zulkarnain,Male,Jawa Barat,Bogor,2018-10-01,Sales,Sales Representative,Bachelor,7,LinkedIn,8454926,Good,No,1999-09-25,,
00-24284340,Ami,Pertiwi,Female,Jawa Barat,Bandung,2017-04-30,Marketing,Content Creator,High School,11,LinkedIn,7384440,Good,No,1981-10-23,,
00-30897858,Jefri,Situmorang,Male,Jawa Tengah,Magelang,2023-02-17,Finance,Financial Analyst,Master,6,Company Website,22219062,Excellent,No,1996-01-26,,
00-10080009,Endra,Thamrin,Male,Jawa Barat,Bandung,2023-08-11,IT,Software Developer,Bachelor,0,Company Website,20001393,Satisfactory,No,1994-12-24,,
00-24468787,Jati,Sihotang,Male,Jawa Barat,Bogor,2020-11-17,IT,Software Developer,Bachelor,0,Other,27727763,Good,No,1996-12-18,,
00-51145240,Darijan,Prayoga,Male,Jawa Barat,Bandung,2017-04-24,Sales,Sales Representative,Bachelor,0,LinkedIn,13645521,Good,No,1989-08-09,,
00-38084257,Tiara,Suartini,Female,Jawa Barat,Bandung,2020-01-23,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,13764721,Excellent,Yes,1990-02-28,,
00-35636468,Yessi,Prastuti,Female,Bali,Denpasar,2015-03-01,Operations,Inventory Specialist,Bachelor,10,LinkedIn,9247421,Good,Yes,1999-11-20,,
00-26250483,Raden,Tamba,Male,Jawa Barat,Bogor,2017-03-23,HR,Recruiter,Bachelor,0,Jobstreet,14076700,Satisfactory,No,1983-05-14,,
00-18995520,Zizi,Novitasari,Female,Bali,Ubud,2017-09-30,Customer Service,Support Specialist,High School,0,Jobstreet,4662764,Excellent,No,1994-05-20,,
00-57984755,Unjani,Farida,Female,Jawa Barat,Bekasi,2022-12-25,Operations,Inventory Specialist,Bachelor,0,Jobstreet,4681043,Satisfactory,Yes,1975-05-09,,
00-90203261,Zelaya,Mardhiyah,Female,Sumatera Utara,Medan,2018-11-29,Customer Service,Support Specialist,Bachelor,15,Jobstreet,6434562,Excellent,No,2003-01-05,,
00-37977471,Jinawi,Utama,Male,Bali,Ubud,2018-06-02,Marketing,Content Creator,High School,0,LinkedIn,10728104,Good,Yes,2001-09-08,,
00-74215060,Eja,Wasita,Male,Jawa Barat,Bandung,2021-09-14,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,8717956,Good,Yes,2001-02-21,,
00-75945661,Zizi,Lailasari,Female,Jawa Barat,Bogor,2024-01-09,Finance,Accountant,Bachelor,0,Company Website,18204463,Good,No,1965-05-30,,
00-57177123,Pia,Suryatmi,Female,Jawa Barat,Bandung,2015-05-12,Customer Service,Support Specialist,Bachelor,13,Job Fair,5607417,Good,No,1989-08-02,,
00-61506760,Lintang,Yulianti,Female,Jawa Barat,Bandung,2022-05-16,Customer Service,Help Desk Technician,High School,0,Jobstreet,5698799,Needs Improvement,No,1983-03-13,,
00-88802545,Praba,Napitupulu,Male,Banten,Serang,2021-06-01,Customer Service,Support Specialist,High School,0,Company Website,6505619,Good,Yes,1979-01-07,,
00-75808087,Belinda,Wastuti,Female,Jawa Barat,Bandung,2024-10-09,Operations,Logistics Coordinator,Bachelor,5,Company Website,14311470,Needs Improvement,Yes,1999-09-14,,
00-75424216,Eko,Megantara,Male,Jawa Barat,Bandung,2022-09-28,Customer Service,Customer Service Manager,PhD,0,LinkedIn,25304619,Good,Yes,1980-02-07,,
00-43843856,Febi,Suryatmi,Female,Jawa Barat,Bogor,2020-02-07,Customer Service,Support Specialist,High School,11,LinkedIn,5261772,Satisfactory,Yes,1999-10-18,,
00-94731492,Cahyadi,Marpaung,Male,Jawa Barat,Bogor,2024-10-19,Customer Service,Help Desk Technician,High School,0,LinkedIn,5334845,Excellent,No,1996-05-21,,
00-55282739,Widya,Farida,Female,Jawa Barat,Bogor,2017-11-27,IT,System Administrator,Master,0,Indeed,18005924,Good,No,2002-05-14,,
00-53335214,Titin,Pratiwi,Female,Jawa Barat,Bandung,2018-06-27,Operations,Logistics Coordinator,Bachelor,0,Job Fair,5849608,Excellent,No,1989-05-09,,
00-70558903,Safina,Lailasari,Female,Jawa Barat,Bogor,2017-08-13,Customer Service,Customer Service Representative,Bachelor,0,Company Website,7465417,Good,No,1962-05-13,,
00-11381630,Cahyo,Prasetya,Male,Sulawesi Selatan,Makassar,2022-09-28,Operations,Inventory Specialist,High School,16,Indeed,6530545,Good,No,1978-07-31,,
00-13789737,Novi,Purwanti,Female,Sumatera Utara,Tebing Tinggi,2024-12-14,Operations,Logistics Coordinator,Bachelor,0,Company Website,15902679,Good,No,1961-10-09,,
00-77387045,Cakrabuana,Jailani,Male,Jawa Barat,Bandung,2017-03-26,Sales,Sales Consultant,Master,0,Jobstreet,22891669,Satisfactory,Yes,1961-06-22,,
00-85839721,Rangga,Wahyudin,Male,Jawa Barat,Bekasi,2018-03-17,Sales,Sales Consultant,PhD,0,Job Fair,20317337,Satisfactory,Yes,1989-10-12,,
00-16538400,Unjani,Andriani,Female,Sumatera Utara,Binjai,2017-05-21,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5224728,Good,No,1985-11-10,,
00-79355175,Tari,Hastuti,Female,Sulawesi Selatan,Pare-Pare,2020-09-20,IT,IT Support Specialist,High School,0,Indeed,8189592,Excellent,No,1980-10-16,,
00-31843423,Panji,Hidayanto,Male,Jawa Barat,Bandung,2015-05-27,IT,IT Support Specialist,High School,12,Jobstreet,6185220,Needs Improvement,No,1988-04-21,,
00-67274946,Maria,Mandasari,Female,Jawa Barat,Bogor,2016-12-25,Operations,Inventory Specialist,Bachelor,0,LinkedIn,8213826,Satisfactory,Yes,1991-05-17,,
00-20310693,Amelia,Hariyah,Female,Jawa Barat,Bandung,2017-05-19,Sales,Sales Specialist,PhD,0,Jobstreet,23274738,Needs Improvement,Yes,1968-04-30,,
00-10764034,Nabila,Mardhiyah,Female,Jawa Barat,Bogor,2018-01-21,Operations,Operations Analyst,Bachelor,0,LinkedIn,20705186,Good,Yes,2002-02-07,,
00-97761151,Banara,Rajasa,Male,Jawa Barat,Bekasi,2023-09-10,Customer Service,Help Desk Technician,Bachelor,0,Other,6087959,Good,No,1999-04-02,,
00-50570882,Gandi,Sihombing,Male,Jawa Barat,Bogor,2017-06-18,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7352340,Good,No,1999-12-25,,
00-88325414,Cakrawala,Sihotang,Male,Jawa Barat,Bandung,2023-10-08,Customer Service,Customer Service Representative,Bachelor,7,Job Fair,8340591,Good,No,1981-05-10,,
00-69682115,Hadi,Maheswara,Male,Jawa Barat,Bogor,2023-01-14,Sales,Sales Representative,Bachelor,0,LinkedIn,10512637,Good,No,1999-10-04,,
00-32069861,Banara,Lazuardi,Male,Bali,Kuta,2017-06-04,Customer Service,Support Specialist,Bachelor,0,Jobstreet,5477638,Good,No,1987-04-22,,
00-85533812,Jindra,Maryadi,Male,Jawa Barat,Bekasi,2015-09-25,Sales,Sales Consultant,Bachelor,0,Company Website,29733806,Satisfactory,Yes,1976-09-13,,
00-67710061,Rina,Mardhiyah,Female,Jawa Barat,Bandung,2015-09-11,Sales,Sales Specialist,Master,0,LinkedIn,15984675,Needs Improvement,No,1974-12-27,,
00-59430818,Uli,Suartini,Female,Sumatera Utara,Tebing Tinggi,2021-10-29,Sales,Sales Specialist,Bachelor,6,LinkedIn,18911593,Needs Improvement,No,1972-08-16,,
00-73573301,Talia,Haryanti,Female,Jawa Barat,Bandung,2015-10-30,IT,System Administrator,Master,0,LinkedIn,14885757,Satisfactory,No,1970-09-24,,
00-66674138,Malika,Suartini,Female,Jawa Barat,Bandung,2016-04-16,Sales,Sales Consultant,PhD,0,Other,19806957,Good,No,1987-06-20,,
00-99214834,Laswi,Simbolon,Male,Sumatera Utara,Medan,2018-06-22,Marketing,Content Creator,Bachelor,0,Indeed,15788599,Needs Improvement,No,1992-06-29,,
00-42646040,Kartika,Andriani,Female,Sumatera Utara,Medan,2023-02-16,Marketing,Content Creator,High School,0,Other,7600564,Good,No,1994-02-07,,
00-13235892,Calista,Hasanah,Female,Sulawesi Selatan,Pare-Pare,2017-02-17,Sales,Sales Consultant,PhD,0,Other,23857663,Good,No,1962-11-30,,
00-99206598,Jindra,Sinaga,Male,Sulawesi Selatan,Pare-Pare,2017-09-17,Sales,Sales Representative,Bachelor,8,Other,17806794,Good,No,1982-11-03,,
00-60105741,Upik,Rajasa,Male,Jawa Barat,Bandung,2020-03-28,Marketing,Marketing Coordinator,Bachelor,0,Other,12984910,Good,No,1992-06-27,,
00-98082088,Ayu,Yolanda,Female,Jawa Barat,Bandung,2017-04-17,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,5980063,Satisfactory,No,2001-10-31,,
00-85117177,Marsito,Wahyudin,Male,Jawa Barat,Bandung,2015-02-06,IT,Software Developer,Bachelor,0,LinkedIn,35232390,Excellent,No,2004-04-24,,
00-50311369,Putu,Sihombing,Male,Jawa Barat,Bandung,2017-03-12,IT,Software Developer,Master,10,Other,22814940,Satisfactory,Yes,1977-05-16,,
00-11502382,Harjo,Permadi,Male,Sumatera Utara,Tebing Tinggi,2018-09-08,Customer Service,Help Desk Technician,Bachelor,0,Indeed,5013626,Satisfactory,No,2003-03-06,,
