"employee_id","first_name","last_name","gender","province","city","hiredate","department","job_title","education_level","absences","recruitment_source","salary","performance_rating","overtime","birthdate","termdate","termination_reason"
"00-22929680",Mumpuni,Firmansyah,Male,Jawa Barat,Bekasi,2022-04-08,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9429415,Satisfactory,No,1997-01-27,,
"00-79786361",Baktiadi,Januar,Male,Jawa Barat,Bekasi,2022-10-09,Sales,Sales Representative,Bachelor,0,LinkedIn,5316954,Good,No,1998-06-05,,
"00-49401349",Laksana,Prasasta,Male,Bali,Kuta,2022-05-09,Operations,Logistics Coordinator,Bachelor,0,Company Website,7330480,Good,No,1999-05-16,,
"00-45120118",Kani,Kuswandari,Female,Jawa Barat,Bogor,2020-09-17,Finance,Financial Analyst,PhD,0,Other,30676969,Excellent,Yes,1980-10-27,,
"00-12371679",Marwata,Lazuardi,Male,Sulawesi Selatan,Gowa,2024-02-08,Sales,Sales Consultant,Master,0,LinkedIn,21425972,Excellent,No,1980-03-06,,
"00-25989909",Edi,Saragih,Male,Jawa Barat,Bandung,2018-01-28,Operations,Logistics Coordinator,Bachelor,0,Other,8231865,Satisfactory,No,1974-09-08,,
"00-60511038",Uda,Kuswoyo,Male,Jakarta,Jakarta Pusat,2019-05-04,Customer Service,Support Specialist,Bachelor,0,LinkedIn,4778473,Good,No,1997-10-15,,
"00-33738978",Jayeng,Prasetyo,Male,Jawa Barat,Bandung,2020-05-07,Sales,Sales Consultant,PhD,0,LinkedIn,21817893,Satisfactory,Yes,1987-09-22,,
"00-32031067",Latif,Sitompul,Male,Jawa Barat,Bogor,2020-04-28,IT,Software Developer,Bachelor,0,LinkedIn,18391449,Satisfactory,No,1992-11-17,,
"00-62221499",Marsito,Siregar,Male,Sumatera Utara,Binjai,2019-03-01,Marketing,Content Creator,High School,17,Jobstreet,8753272,Good,No,1970-02-26,,
"00-75841004",Karya,Suryono,Male,Jawa Barat,Bekasi,2022-05-22,Operations,Inventory Specialist,Bachelor,0,Indeed,10375440,Good,Yes,1978-09-27,,
"00-86800757",Yani,Pertiwi,Female,Bali,Kuta,2019-06-16,Sales,Sales Consultant,Bachelor,0,Job Fair,25828007,Good,No,1986-05-07,,
"00-30979701",Cawisadi,Adriansyah,Male,Jawa Barat,Bekasi,2020-05-01,Sales,Sales Representative,Bachelor,0,Jobstreet,17666429,Needs Improvement,Yes,1962-12-02,,
"00-76396319",Dirja,Wijaya,Male,Sumatera Utara,Tebing Tinggi,2020-03-27,Customer Service,Help Desk Technician,Bachelor,10,Jobstreet,5699900,Satisfactory,No,1992-12-14,,
"00-57347151",Tania,Usamah,Female,Jakarta,Jakarta Pusat,2022-04-18,Operations,Inventory Specialist,Bachelor,5,Indeed,7122385,Satisfactory,Yes,2004-07-22,,
"00-18244186",Zaenab,Riyanti,Female,Jawa Barat,Bandung,2015-02-22,IT,Software Developer,Bachelor,0,Jobstreet,25675499,Excellent,Yes,2003-03-18,,
"00-59178730",Mustika,Utama,Male,Jawa Barat,Bekasi,2018-05-09,Customer Service,Support Specialist,Bachelor,0,Job Fair,6948841,Good,No,1986-01-07,,
"00-13610435",Tomi,Permadi,Male,Banten,Tangerang,2022-06-29,Operations,Inventory Specialist,Bachelor,0,LinkedIn,8772915,Good,No,2003-07-26,,
"00-61079694",Ivan,Nugroho,Male,Jakarta,Jakarta Barat,2016-10-27,Customer Service,Customer Service Representative,High School,17,Other,8477080,Satisfactory,No,2000-09-18,,
"00-65288255",Gaduh,Prasasta,Male,Jawa Barat,Bekasi,2018-08-03,IT,Software Developer,Master,2,LinkedIn,22413730,Satisfactory,Yes,1970-07-18,,
"00-43234179",Cici,Mardhiyah,Female,Jawa Barat,Bogor,2017-09-08,Customer Service,Help Desk Technician,High School,0,Indeed,5443760,Satisfactory,No,1971-07-07,,
"00-21400686",Rachel,Hasanah,Female,Sulawesi Selatan,Pare-Pare,2024-11-22,Finance,Financial Analyst,Bachelor,0,Other,22762763,Good,No,1994-02-12,,
"00-50924657",Estiono,Zulkarnain,Male,Sulawesi Selatan,Makassar,2016-02-24,Customer Service,Support Specialist,High School,0,Jobstreet,6981648,Excellent,No,1973-04-15,,
"00-82265081",Tri,Santoso,Male,Jawa Barat,Bekasi,2018-03-18,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13737847,Satisfactory,Yes,1981-07-02,,
"00-66703371",Hani,Hartati,Female,Jawa Barat,Bogor,2020-10-09,IT,IT Support Specialist,Bachelor,0,Indeed,8491304,Satisfactory,Yes,1976-04-06,,
"00-12738346",Citra,Anggraini,Female,Jawa Barat,Bogor,2022-11-26,Sales,Sales Specialist,PhD,0,Indeed,14043645,Good,Yes,1976-06-02,,
"00-52481834",Jono,Sihotang,Male,Jawa Barat,Bandung,2018-01-13,Sales,Sales Representative,Bachelor,0,LinkedIn,6267024,Excellent,Yes,1992-06-23,,
"00-86844836",Yulia,Susanti,Female,Jawa Barat,Bogor,2016-10-25,Operations,Inventory Specialist,High School,0,LinkedIn,9072999,Good,Yes,1993-02-19,,
"00-37636546",Lantar,Kurniawan,Male,Jawa Barat,Bogor,2018-12-18,IT,Software Developer,Bachelor,9,Job Fair,32516168,Good,Yes,1993-06-27,,
"00-99575241",Ani,Palastri,Female,Jawa Barat,Bekasi,2018-07-31,Operations,Inventory Specialist,Bachelor,0,Job Fair,6943367,Good,No,1995-10-22,,
"00-58765904",Puput,Yulianti,Female,Jawa Barat,Bandung,2024-09-10,Operations,Logistics Coordinator,Bachelor,11,Indeed,9254837,Satisfactory,No,1968-06-08,,
"00-95287876",Vicky,Lestari,Female,Jawa Barat,Bandung,2023-05-23,Marketing,SEO Specialist,Bachelor,0,Indeed,15824912,Excellent,No,1977-02-26,,
"00-81918425",Kania,Novitasari,Female,Jawa Barat,Bogor,2017-12-13,Sales,Sales Representative,Bachelor,0,LinkedIn,15380637,Good,No,1976-09-23,,
"00-49905650",Vera,Purwanti,Female,Banten,Cilegon,2024-02-21,Customer Service,Customer Service Representative,High School,18,Job Fair,8045061,Excellent,Yes,1988-03-12,,
"00-40317902",Jaiman,Ramadan,Male,Jawa Barat,Bekasi,2021-07-18,IT,IT Support Specialist,Bachelor,0,LinkedIn,9370795,Satisfactory,No,1972-07-11,,
"00-87603784",Bakijan,Napitupulu,Male,Jawa Barat,Bandung,2016-05-21,Finance,Accountant,Bachelor,0,LinkedIn,18084157,Satisfactory,No,1976-01-03,,
"00-19028796",Olivia,Andriani,Female,Sulawesi Selatan,Makassar,2020-09-14,Sales,Sales Specialist,Master,4,LinkedIn,17934401,Good,No,2000-01-02,,
"00-67325182",Halima,Mandasari,Female,Jawa Barat,Bandung,2017-10-22,Operations,Operations Analyst,Bachelor,5,Job Fair,15204156,Good,No,1975-04-03,,
"00-50513220",Kamidin,Hidayat,Male,Banten,Cilegon,2020-06-22,Customer Service,Customer Service Representative,Bachelor,12,Jobstreet,7298583,Good,Yes,1988-10-13,,
"00-99047650",Capa,Irawan,Male,Jawa Barat,Bogor,2020-08-07,Sales,Sales Representative,Bachelor,0,LinkedIn,9058562,Satisfactory,No,1994-09-22,,
"00-63995920",Warta,Suryono,Male,Jawa Barat,Bogor,2017-09-14,Customer Service,Support Specialist,High School,15,LinkedIn,4760862,Satisfactory,Yes,1988-08-10,,
"00-83492593",Dalima,Yolanda,Female,Jawa Barat,Bogor,2017-05-20,IT,Software Developer,Bachelor,0,LinkedIn,29728121,Good,No,1981-02-17,,
"00-79286427",Arta,Kusumo,Male,Jawa Barat,Bandung,2023-10-23,IT,IT Support Specialist,Bachelor,0,LinkedIn,5815461,Needs Improvement,No,1976-06-01,,
"00-38582041",Nova,Nuraini,Female,Jawa Barat,Bekasi,2022-01-25,Customer Service,Help Desk Technician,High School,0,Jobstreet,5541623,Good,No,1978-07-01,,
"00-45961754",Eman,Nashiruddin,Male,Bali,Ubud,2024-03-31,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,8378488,Good,Yes,1983-06-19,,
"00-92466364",Azalea,Maryati,Female,Jawa Barat,Bogor,2023-07-21,Operations,Inventory Specialist,High School,0,LinkedIn,7350033,Satisfactory,No,1977-10-10,,
"00-94122098",Umaya,Widodo,Male,Sumatera Utara,Binjai,2016-05-20,Sales,Sales Specialist,PhD,0,Other,13300535,Good,Yes,1972-06-26,,
"00-72073912",Harsanto,Prakasa,Male,Jawa Barat,Bandung,2017-12-23,Sales,Sales Representative,Bachelor,0,Other,17692523,Excellent,Yes,1987-06-15,,
"00-50302318",Mutia,Fujiati,Female,Jakarta,Jakarta Timur,2023-01-16,Sales,Sales Specialist,Bachelor,0,LinkedIn,20232534,Satisfactory,No,1984-06-06,,
"00-18647316",Martaka,Marpaung,Male,Jawa Barat,Bandung,2021-02-10,Operations,Inventory Specialist,High School,0,LinkedIn,6188353,Good,No,1996-11-26,,
"00-48526473",Tiara,Wulandari,Female,Jakarta,Jakarta Timur,2021-09-04,Sales,Sales Specialist,Bachelor,12,Job Fair,17697183,Needs Improvement,Yes,2003-01-09,,
"00-90696029",Radit,Mandala,Male,Sumatera Utara,Tebing Tinggi,2017-11-21,Customer Service,Support Specialist,High School,12,LinkedIn,6872591,Good,No,1996-05-22,,
"00-30127592",Opung,Mustofa,Male,Sulawesi Selatan,Pare-Pare,2017-08-13,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,6906309,Satisfactory,No,1974-03-25,,
"00-51680049",Kenari,Suryono,Male,Bali,Ubud,2019-03-09,Operations,Operations Analyst,Bachelor,0,LinkedIn,15214606,Satisfactory,Yes,1998-06-21,,
"00-66642448",Keisha,Suartini,Female,Jawa Barat,Bogor,2021-05-22,Operations,Logistics Coordinator,Bachelor,0,Company Website,7795343,Good,Yes,1966-11-26,,
"00-31388734",Langgeng,Simbolon,Male,Jawa Barat,Bekasi,2017-12-15,Customer Service,Support Specialist,Bachelor,6,LinkedIn,7331104,Excellent,Yes,2004-01-06,,
"00-47281925",Rafid,Firgantoro,Male,Sulawesi Selatan,Makassar,2022-07-20,Operations,Logistics Coordinator,Bachelor,0,Job Fair,6441290,Good,No,1985-01-04,,
"00-15668332",Hafshah,Suartini,Female,Jawa Barat,Bogor,2024-12-18,IT,IT Support Specialist,High School,19,Job Fair,6880015,Good,No,1990-05-21,,
"00-12672106",Darmana,Rajata,Male,Jawa Barat,Bandung,2016-06-06,Sales,Sales Consultant,Master,0,LinkedIn,22907097,Satisfactory,Yes,1995-05-12,,
"00-90745350",Kamila,Rahmawati,Female,Sulawesi Selatan,Makassar,2017-07-09,Marketing,Content Creator,Bachelor,0,Jobstreet,9920465,Needs Improvement,Yes,1965-06-14,,
"00-58779318",Prima,Permadi,Male,Jawa Barat,Bekasi,2022-12-11,Customer Service,Help Desk Technician,High School,0,LinkedIn,6410977,Good,No,1978-08-22,,
"00-28865664",Lukita,Adriansyah,Male,Jawa Barat,Bandung,2017-07-14,Customer Service,Customer Service Representative,Bachelor,0,Indeed,9361275,Needs Improvement,Yes,1988-12-01,,
"00-77142220",Teguh,Hidayat,Male,Jawa Barat,Bekasi,2024-06-19,Sales,Sales Representative,Bachelor,0,LinkedIn,12624273,Satisfactory,No,1973-10-04,,
"00-87902618",Eli,Nuraini,Female,Jawa Barat,Bekasi,2024-01-30,Operations,Logistics Coordinator,Bachelor,0,Job Fair,11468559,Good,Yes,1983-11-14,,
"00-76632538",Kamidin,Sinaga,Male,Jawa Barat,Bandung,2023-04-20,IT,IT Support Specialist,Bachelor,8,Other,7878209,Good,No,1983-07-26,,
"00-26411718",Gabriella,Lestari,Female,Jawa Barat,Bekasi,2023-03-14,Customer Service,Support Specialist,High School,0,Other,6819493,Good,Yes,1989-11-04,,
"00-88426937",Candrakanta,Najmudin,Male,Jawa Barat,Bogor,2022-08-22,Marketing,Marketing Coordinator,Bachelor,0,Other,14908141,Needs Improvement,No,1992-06-06,,
"00-41667072",Nasim,Wasita,Male,Jawa Barat,Bogor,2024-02-15,Operations,Inventory Specialist,High School,0,LinkedIn,9056639,Good,No,2003-07-03,,
"00-24336334",Salimah,Nuraini,Female,Jawa Barat,Bogor,2017-06-11,Marketing,Content Creator,Bachelor,0,Job Fair,4566918,Good,No,2001-09-21,,
"00-64811239",Yessi,Prastuti,Female,Jawa Barat,Bandung,2017-10-07,Operations,Inventory Specialist,High School,18,LinkedIn,7270593,Needs Improvement,No,1986-02-26,,
"00-75814814",Calista,Yolanda,Female,Jawa Barat,Bogor,2020-09-19,IT,System Administrator,Master,0,Job Fair,12065026,Good,No,1982-03-03,,
"00-52478561",Jatmiko,Permadi,Male,Sulawesi Selatan,Gowa,2020-03-22,Customer Service,Support Specialist,High School,0,Other,4909548,Good,No,1976-06-30,,
"00-43064092",Rika,Lailasari,Female,Jawa Barat,Bandung,2024-09-08,Customer Service,Help Desk Technician,High School,0,Company Website,6675148,Good,No,1968-05-14,,
"00-73783187",Zahra,Safitri,Female,Jawa Barat,Bekasi,2022-01-09,Operations,Inventory Specialist,High School,0,Job Fair,9020636,Good,Yes,1984-09-13,,
"00-96623797",Hesti,Fujiati,Female,Jawa Barat,Bekasi,2024-02-19,Operations,Inventory Specialist,High School,0,LinkedIn,8286793,Excellent,Yes,1993-10-31,,
"00-98882124",Kemal,Sihombing,Male,Jawa Barat,Bogor,2023-03-04,Marketing,SEO Specialist,Bachelor,5,Jobstreet,24028275,Good,No,1988-04-18,,
"00-42168745",Cahyanto,Sihotang,Male,Jawa Barat,Bandung,2017-07-19,IT,Software Developer,Bachelor,0,Job Fair,25817392,Satisfactory,No,1996-09-17,,
"00-95758290",Arta,Suwarno,Male,Jawa Barat,Bogor,2024-02-27,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,12834356,Good,Yes,1988-12-12,,
"00-26381779",Asman,Hutasoit,Male,Sulawesi Selatan,Makassar,2020-04-10,IT,Software Developer,Bachelor,7,Other,32632208,Needs Improvement,No,1961-09-05,,
"00-69378298",Virman,Iswahyudi,Male,Banten,Tangerang,2018-07-20,Customer Service,Customer Service Representative,High School,0,Jobstreet,10953242,Excellent,No,1978-03-13,,
"00-50384524",Yusuf,Pangestu,Male,Jawa Barat,Bekasi,2016-08-20,Finance,Accountant,Bachelor,0,Jobstreet,17077067,Satisfactory,No,2002-12-03,,
"00-38237596",Kardi,Simanjuntak,Male,Banten,Tangerang,2023-01-08,Customer Service,Help Desk Technician,High School,16,LinkedIn,6626540,Good,No,1986-08-18,,
"00-94738725",Tomi,Tarihoran,Male,Jawa Barat,Bogor,2018-10-10,Sales,Sales Specialist,Master,3,Other,13348130,Excellent,No,1978-03-14,,
"00-14547522",Mitra,Zulkarnain,Male,Jawa Barat,Bandung,2017-04-21,IT,IT Support Specialist,Bachelor,0,Indeed,6920450,Good,No,1971-01-06,,
"00-75993764",Chelsea,Nurdiyanti,Female,Jawa Barat,Bandung,2019-06-24,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,13744699,Satisfactory,No,1999-06-25,,
"00-54657219",Luluh,Prakasa,Male,Jawa Barat,Bogor,2022-12-03,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,6187175,Good,Yes,1979-01-25,,
"00-31520919",Novi,Mandasari,Female,Jawa Barat,Bogor,2022-03-27,Customer Service,Help Desk Technician,High School,0,Other,4242263,Satisfactory,No,1995-04-12,,
"00-57225359",Yance,Safitri,Female,Sumatera Utara,Medan,2019-08-22,Customer Service,Customer Service Representative,High School,0,LinkedIn,6445535,Good,No,1984-04-24,,
"00-83514771",Dinda,Mayasari,Female,Jawa Barat,Bandung,2022-08-31,Sales,Sales Consultant,Bachelor,0,Jobstreet,26613746,Excellent,No,1977-06-12,,
"00-13670974",Maryanto,Rajasa,Male,Jawa Barat,Bekasi,2022-04-13,Customer Service,Customer Service Representative,High School,11,LinkedIn,8362172,Excellent,No,2003-09-09,,
"00-34661114",Eli,Padmasari,Female,Jawa Barat,Bekasi,2021-12-25,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,16163821,Good,No,1997-02-25,,
"00-10412827",Mutia,Hassanah,Female,Jawa Barat,Bogor,2019-03-31,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,6927762,Satisfactory,No,1978-05-15,,
"00-52107027",Harja,Nababan,Male,Jawa Barat,Bogor,2020-02-21,IT,Software Developer,Bachelor,0,Other,31938057,Good,No,1976-01-27,,
"00-43501223",Cici,Anggraini,Female,Jawa Barat,Bekasi,2020-03-19,IT,Software Developer,Master,0,Indeed,29487620,Satisfactory,No,1971-07-12,,
"00-27460780",Karman,Ramadan,Male,Sumatera Utara,Binjai,2023-09-23,Sales,Sales Consultant,Bachelor,0,LinkedIn,22606476,Good,Yes,1966-03-08,,
"00-52869025",Lili,Lestari,Female,Jawa Barat,Bogor,2019-08-24,Operations,Inventory Specialist,High School,19,LinkedIn,9499105,Good,Yes,1998-07-19,,
"00-44987861",Cinta,Mardhiyah,Female,Jawa Barat,Bandung,2017-07-04,Sales,Sales Representative,Bachelor,0,Jobstreet,11338562,Satisfactory,No,1975-09-05,,
"00-53967101",Raisa,Astuti,Female,Jawa Barat,Bogor,2023-12-07,Finance,Accountant,Bachelor,14,Indeed,14052559,Needs Improvement,No,1987-09-23,,
"00-65632768",Violet,Zulaika,Female,Sulawesi Selatan,Makassar,2018-07-15,Sales,Sales Specialist,PhD,0,Company Website,22567916,Good,No,1964-07-08,,
"00-86556525",Parman,Halim,Male,Sumatera Utara,Medan,2017-02-06,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,11289216,Good,No,1982-09-02,,
"00-96853189",Jaya,Sitompul,Male,Jawa Barat,Bekasi,2021-02-20,Operations,Logistics Coordinator,Bachelor,0,Job Fair,15074784,Satisfactory,Yes,1986-11-03,,
"00-72065617",Rahmi,Agustina,Female,Jawa Barat,Bandung,2017-12-15,Operations,Operations Analyst,Bachelor,0,LinkedIn,14387307,Satisfactory,No,1988-11-11,,
"00-32650041",Vicky,Usamah,Female,Bali,Denpasar,2015-07-22,IT,IT Support Specialist,Bachelor,5,Job Fair,5705584,Good,No,1972-06-03,,
"00-90583348",Imam,Nashiruddin,Male,Jawa Barat,Bekasi,2017-12-06,Sales,Sales Specialist,Master,0,LinkedIn,18853109,Satisfactory,No,1977-05-10,,
"00-32833506",Aurora,Wastuti,Female,Jawa Barat,Bogor,2024-06-15,Sales,Sales Representative,Bachelor,0,LinkedIn,11810164,Good,Yes,1989-07-28,,
"00-80576741",Ghaliyati,Yolanda,Female,Sumatera Utara,Binjai,2019-11-03,Marketing,Content Creator,Bachelor,0,Job Fair,6038490,Good,No,1988-08-04,,
"00-76323560",Vivi,Suartini,Female,Jawa Barat,Bogor,2016-05-16,Operations,Inventory Specialist,Bachelor,0,Company Website,9001961,Excellent,No,1977-02-10,,
"00-35574404",Rini,Hariyah,Female,Jawa Barat,Bogor,2024-06-14,Marketing,SEO Specialist,Bachelor,6,Jobstreet,11225119,Satisfactory,No,1983-08-12,,
"00-76326127",Cahyanto,Mahendra,Male,Jawa Barat,Bogor,2018-07-05,Operations,Inventory Specialist,High School,0,Jobstreet,8072449,Satisfactory,No,1970-11-24,,
"00-37730181",Vivi,Nuraini,Female,Banten,Tangerang,2021-12-20,HR,HR Coordinator,Bachelor,6,Other,12207021,Good,No,2001-01-12,,
"00-35415894",Zamira,Hasanah,Female,Jawa Timur,Malang,2019-04-21,Customer Service,Support Specialist,High School,0,Other,5345903,Good,No,1992-07-16,,
"00-29588118",Rahayu,Safitri,Female,Jawa Barat,Bekasi,2015-04-11,IT,System Administrator,Master,0,LinkedIn,12250996,Good,No,1996-12-20,,
"00-92903638",Fitriani,Agustina,Female,Sumatera Utara,Medan,2019-10-03,Operations,Logistics Coordinator,Bachelor,0,Job Fair,11348734,Satisfactory,No,1987-09-26,,
"00-88235926",Paiman,Widodo,Male,Jawa Barat,Bandung,2022-01-03,Operations,Operations Analyst,Bachelor,0,Company Website,22614148,Needs Improvement,Yes,1980-07-16,,
"00-11385159",Koko,Rajata,Male,Jawa Barat,Bekasi,2019-02-15,Customer Service,Help Desk Technician,Bachelor,0,Indeed,6648858,Good,No,1999-03-03,,
"00-63358890",Putri,Agustina,Female,Jawa Barat,Bekasi,2022-05-26,Customer Service,Support Specialist,Bachelor,0,Job Fair,4762055,Excellent,No,1984-06-27,,
"00-66813149",Marwata,Jailani,Male,Jakarta,Jakarta Timur,2022-09-25,Operations,Operations Analyst,Bachelor,5,LinkedIn,22605705,Needs Improvement,Yes,1976-01-27,,
"00-22788187",Wani,Pertiwi,Female,Sumatera Utara,Binjai,2020-06-07,Operations,Logistics Coordinator,Bachelor,0,Indeed,8833068,Good,No,1980-10-02,,
"00-41519884",Gilang,Habibi,Male,Jawa Barat,Bandung,2019-03-02,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,6538144,Good,No,1987-12-04,,
"00-90293348",Irsad,Simbolon,Male,Bali,Ubud,2022-08-16,IT,System Administrator,Master,0,Other,20741881,Excellent,Yes,1990-08-13,,
"00-44045250",Dono,Mustofa,Male,Jawa Barat,Bogor,2020-11-28,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,11452809,Satisfactory,No,1997-04-08,,
"00-62975309",Paulin,Utami,Female,Jawa Barat,Bekasi,2022-08-08,Marketing,Content Creator,High School,20,Jobstreet,8124833,Good,No,1967-10-01,,
"00-15519702",Karimah,Puspasari,Female,Jawa Barat,Bogor,2020-09-21,Sales,Sales Specialist,Bachelor,14,Company Website,15529626,Needs Improvement,No,1986-11-06,,
"00-77611740",Lala,Maryati,Female,Jawa Barat,Bandung,2020-06-09,Sales,Sales Representative,Bachelor,0,LinkedIn,4830703,Satisfactory,No,1975-10-27,,
"00-27705940",Puspa,Yolanda,Female,Sulawesi Selatan,Gowa,2016-03-10,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,6337699,Excellent,No,1987-07-27,,
"00-68106835",Kartika,Yolanda,Female,Jawa Barat,Bandung,2017-04-09,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,7734082,Satisfactory,No,1989-06-27,,
"00-15927344",Gaiman,Suwarno,Male,Jawa Barat,Bogor,2024-05-13,Marketing,Content Creator,High School,0,LinkedIn,6725857,Good,No,1976-03-10,,
"00-47715268",Prayitna,Thamrin,Male,Jawa Barat,Bekasi,2022-06-04,IT,Software Developer,Bachelor,0,LinkedIn,33999794,Good,Yes,1998-04-21,,
"00-45328305",Oman,Hidayat,Male,Jawa Barat,Bandung,2021-11-29,Operations,Logistics Coordinator,Bachelor,0,Other,11782043,Good,No,1985-03-10,,
"00-52011533",Saka,Sitompul,Male,Sumatera Utara,Binjai,2019-02-16,Sales,Sales Consultant,Bachelor,0,Other,25561931,Good,No,1966-06-11,,
"00-75937784",Ulva,Nuraini,Female,Jawa Barat,Bandung,2022-06-23,Operations,Inventory Specialist,Bachelor,0,Company Website,8149226,Needs Improvement,No,2000-01-19,,
"00-98237348",Purwa,Tampubolon,Male,Jawa Barat,Bandung,2021-03-04,Sales,Sales Specialist,PhD,0,Company Website,17878112,Excellent,No,1997-07-11,,
"00-35356407",Baktianto,Kurniawan,Male,Sumatera Utara,Medan,2017-07-17,Operations,Inventory Specialist,High School,0,LinkedIn,6303558,Satisfactory,No,1988-03-15,,
"00-14813349",Himawan,Wijaya,Male,Jawa Barat,Bandung,2019-05-12,Customer Service,Support Specialist,High School,10,Jobstreet,5678408,Good,No,1969-12-05,,
"00-72697508",Wani,Farida,Female,Banten,Cilegon,2019-03-04,Customer Service,Customer Service Representative,Bachelor,0,Other,7246379,Good,No,1961-12-07,,
"00-69259769",Harsaya,Simanjuntak,Male,Jawa Barat,Bogor,2018-01-03,Operations,Logistics Coordinator,Bachelor,0,Job Fair,10663560,Good,No,1999-02-22,,
"00-75122376",Wani,Haryanti,Female,Jawa Barat,Bandung,2019-11-16,IT,System Administrator,Master,9,LinkedIn,16276062,Good,No,1970-12-11,,
"00-29871432",Cakrabuana,Prakasa,Male,Jawa Barat,Bekasi,2016-12-25,IT,System Administrator,Master,0,LinkedIn,18548625,Excellent,No,1975-06-30,,
"00-48133464",Rahayu,Usamah,Female,Jawa Barat,Bogor,2017-02-04,Sales,Sales Specialist,PhD,0,LinkedIn,18491216,Satisfactory,No,1963-11-21,,
"00-78281626",Bella,Palastri,Female,Jawa Barat,Bogor,2023-03-28,Customer Service,Customer Service Manager,PhD,0,Jobstreet,24666644,Satisfactory,Yes,1964-12-15,,
"00-88608290",Kartika,Hasanah,Female,Sumatera Utara,Binjai,2017-08-25,Operations,Logistics Coordinator,Bachelor,9,LinkedIn,8462697,Good,No,1973-04-06,,
